YEAR	MFR	CAR LINE	DISPLACEMENT	NUMB CYL	CITY MPG (GUIDE)	HWY MPG (GUIDE)	COMB MPG (GUIDE)
2007	CHEVROLET	G1500/2500 VAN 2WD	4,3	6	15	20	17
2007	CHEVROLET	G1500/2500 VAN 2WD	5,3	8	15	20	17
2007	CHEVROLET	G1500/2500 VAN 2WD	5,3	8	12	16	13
2007	CHEVROLET	G1500/2500 VAN 2WD	5,3	8	15	20	17
2007	CHEVROLET	H1500 VAN CONV AWD	5,3	8	14	18	15
2007	CHEVROLET	H1500 VAN CONV AWD	5,3	8	10	13	12
2007	CHEVROLET	H1500 VAN CONV AWD	5,3	8	14	18	16
2007	CHEVROLET	H1500/2500 VAN AWD	5,3	8	14	18	16
2007	CHEVROLET	H1500/2500 VAN AWD	5,3	8	11	14	12
2007	CHEVROLET	H1500/2500 VAN AWD	5,3	8	14	18	16
2007	GMC	G15/25 SAVANA 2WD CARGO CONV	5,3	8	14	18	16
2007	GMC	G15/25 SAVANA 2WD CARGO CONV	5,3	8	10	13	11
2007	GMC	G15/25 SAVANA 2WD CARGO CONV	5,3	8	14	18	15
2007	GMC	G1500/2500 SAVANA 2WD CARGO	4,3	6	15	20	17
2007	GMC	G1500/2500 SAVANA 2WD CARGO	5,3	8	15	20	17
2007	GMC	G1500/2500 SAVANA 2WD CARGO	5,3	8	12	16	13
2007	GMC	G1500/2500 SAVANA 2WD CARGO	5,3	8	15	20	17
2007	GMC	H1500 SAVANA AWD CARGO CONV	5,3	8	14	18	15
2007	GMC	H1500 SAVANA AWD CARGO CONV	5,3	8	10	13	12
2007	GMC	H1500 SAVANA AWD CARGO CONV	5,3	8	14	18	16
2007	GMC	H1500/2500 SAVANA CARGO AWD	5,3	8	14	18	16
2007	GMC	H1500/2500 SAVANA CARGO AWD	5,3	8	11	14	12
2007	GMC	H1500/2500 SAVANA CARGO AWD	5,3	8	14	18	16
2007	CHEVROLET	G1500/2500 EXPRESS 2WD	5,3	8	14	18	16
2007	CHEVROLET	G1500/2500 EXPRESS 2WD	5,3	8	10	13	11
2007	CHEVROLET	G1500/2500 EXPRESS 2WD	5,3	8	14	18	15
2007	CHEVROLET	H1500 EXPRESS AWD	5,3	8	14	18	15
2007	CHEVROLET	H1500 EXPRESS AWD	5,3	8	10	13	12
2007	CHEVROLET	H1500 EXPRESS AWD	5,3	8	14	18	16
2007	GMC	G1500/2500 SAVANA 2WD PASS	5,3	8	14	18	16
2007	GMC	G1500/2500 SAVANA 2WD PASS	5,3	8	10	13	11
2007	GMC	G1500/2500 SAVANA 2WD PASS	5,3	8	14	18	15
2007	GMC	H1500 SAVANA PASS VAN AWD	5,3	8	14	18	15
2007	GMC	H1500 SAVANA PASS VAN AWD	5,3	8	10	13	12
2007	GMC	H1500 SAVANA PASS VAN AWD	5,3	8	14	18	16
2007	BUICK	TERRAZA FWD	3,9	6	18	25	21
2007	BUICK	TERRAZA FWD	3,9	6	13	19	15
2007	BUICK	TERRAZA FWD	3,9	6	18	25	21
2007	CHEVROLET	UPLANDER FWD	3,9	6	18	25	21
2007	CHEVROLET	UPLANDER FWD	3,9	6	13	19	15
2007	CHEVROLET	UPLANDER FWD	3,9	6	18	25	21
2007	CHRYSLER	VOYAGER/TOWN&COUNTRY	3,3	6	19	26	21
2007	CHRYSLER	VOYAGER/TOWN&COUNTRY	3,8	6	18	25	20
2007	DODGE	CARAVAN 2WD	2,4	4	20	26	22
2007	DODGE	CARAVAN 2WD	3,3	6	19	26	21
2007	DODGE	CARAVAN 2WD	3,8	6	18	25	20
2007	FORD	FREESTAR CARGO VAN FWD	3,9	6	18	24	20
2007	FORD	FREESTAR CARGO VAN FWD	4,2	6	17	23	19
2007	FORD	FREESTAR WAGON FWD	3,9	6	18	24	20
2007	FORD	FREESTAR WAGON FWD	4,2	6	17	23	19
2007	HONDA	ODYSSEY 2WD	3,5	6	18	25	20
2007	HONDA	ODYSSEY 2WD	3,5	6	19	26	21
2007	KIA	ENTOURAGE	3,8	6	18	25	20
2007	KIA	SEDONA	3,8	6	18	25	20
2007	MERCURY	MONTEREY WAGON FWD	4,2	6	17	23	19
2007	NISSAN	QUEST	3,5	6	18	25	21
2007	SATURN	RELAY FWD	3,9	6	18	25	21
2007	SATURN	RELAY FWD	3,9	6	13	19	15
2007	SATURN	RELAY FWD	3,9	6	18	25	21
2007	TOYOTA	SIENNA 2WD	3,5	6	19	26	22
2007	TOYOTA	SIENNA 4WD	3,5	6	18	23	20
2007	BUICK	RAINIER 2WD	4,2	6	16	22	18
2007	BUICK	RAINIER 2WD	5,3	8	16	22	18
2007	BUICK	RENDEZVOUS FWD	3,5	6	19	26	21
2007	CADILLAC	ESCALADE 2WD	6,2	8	13	20	16
2007	CADILLAC	SRX 2WD	3,6	6	16	24	19
2007	CADILLAC	SRX 2WD	4,6	8	15	22	17
2007	CHEVROLET	C1500 AVALANCHE 2WD	5,3	8	15	21	17
2007	CHEVROLET	C1500 AVALANCHE 2WD	5,3	8	12	16	13
2007	CHEVROLET	C1500 AVALANCHE 2WD	5,3	8	15	21	17
2007	CHEVROLET	C1500 AVALANCHE 2WD	6	8	14	19	16
2007	CHEVROLET	C1500 SUBURBAN 2WD	5,3	8	15	21	17
2007	CHEVROLET	C1500 SUBURBAN 2WD	5,3	8	12	16	13
2007	CHEVROLET	C1500 SUBURBAN 2WD	5,3	8	15	21	17
2007	CHEVROLET	C1500 SUBURBAN 2WD	6	8	14	19	16
2007	CHEVROLET	C1500 TAHOE 2WD	4,8	8	15	20	17
2007	CHEVROLET	C1500 TAHOE 2WD	5,3	8	16	22	18
2007	CHEVROLET	C1500 TAHOE 2WD	5,3	8	12	16	13
2007	CHEVROLET	C1500 TAHOE 2WD	5,3	8	16	21	18
2007	CHEVROLET	EQUINOX FWD	3,4	6	19	26	22
2007	CHEVROLET	HHR FWD	2,2	4	23	30	25
2007	CHEVROLET	HHR FWD	2,2	4	22	30	25
2007	CHEVROLET	HHR FWD	2,4	4	23	30	26
2007	CHEVROLET	HHR FWD	2,4	4	22	30	25
2007	CHEVROLET	HHR PANEL FWD	2,2	4	23	30	26
2007	CHEVROLET	HHR PANEL FWD	2,2	4	23	32	26
2007	CHEVROLET	HHR PANEL FWD	2,4	4	23	30	26
2007	CHEVROLET	HHR PANEL FWD	2,4	4	23	31	26
2007	CHEVROLET	TRAILBLAZER 2WD	4,2	6	16	22	18
2007	CHEVROLET	TRAILBLAZER 2WD	5,3	8	16	22	18
2007	CHEVROLET	TRAILBLAZER 2WD	6	8	15	19	16
2007	CHRYSLER	ASPEN 2WD	4,7	8	10	14	11
2007	CHRYSLER	ASPEN 2WD	4,7	8	14	19	16
2007	CHRYSLER	ASPEN 2WD	5,7	8	15	20	17
2007	CHRYSLER	PACIFICA 2WD	3,8	6	18	25	20
2007	CHRYSLER	PACIFICA 2WD	4	6	16	24	19
2007	CHRYSLER	PT CRUISER	2,4	4	19	26	23
2007	CHRYSLER	PT CRUISER	2,4	4	21	26	23
2007	CHRYSLER	PT CRUISER	2,4	4	21	27	23
2007	CHRYSLER	PT CRUISER	2,4	4	22	29	25
2007	DODGE	DURANGO 2WD	3,7	6	16	21	18
2007	DODGE	DURANGO 2WD	4,7	8	10	14	11
2007	DODGE	DURANGO 2WD	4,7	8	14	19	16
2007	DODGE	DURANGO 2WD	5,7	8	15	20	17
2007	DODGE	MAGNUM	2,7	6	21	28	24
2007	DODGE	MAGNUM	3,5	6	19	27	22
2007	DODGE	MAGNUM	5,7	8	17	25	20
2007	DODGE	MAGNUM	6,1	8	14	20	16
2007	DODGE	NITRO 2WD	3,7	6	18	24	20
2007	DODGE	NITRO 2WD	3,7	6	18	24	20
2007	DODGE	NITRO 2WD	4	6	18	23	20
2007	FORD	EDGE FWD	3,5	6	18	25	21
2007	FORD	ESCAPE FWD	2,3	4	23	26	24
2007	FORD	ESCAPE FWD	2,3	4	24	29	26
2007	FORD	ESCAPE FWD	3	6	20	24	22
2007	FORD	ESCAPE HYBRID FWD	2,3	4	36	31	34
2007	FORD	EXPEDITION 2WD	5,4	8	14	20	16
2007	FORD	EXPLORER 2WD	4	6	15	21	18
2007	FORD	EXPLORER 2WD	4,6	8	15	21	17
2007	FORD	FREESTYLE FWD	3	6	20	27	23
2007	GMC	ACADIA FWD	3,6	6	18	26	21
2007	GMC	C1500 YUKON 2WD	4,8	8	15	20	17
2007	GMC	C1500 YUKON 2WD	5,3	8	16	22	18
2007	GMC	C1500 YUKON 2WD	5,3	8	12	16	13
2007	GMC	C1500 YUKON 2WD	5,3	8	16	21	18
2007	GMC	C1500 YUKON XL 2WD	5,3	8	15	21	17
2007	GMC	C1500 YUKON XL 2WD	5,3	8	12	16	13
2007	GMC	C1500 YUKON XL 2WD	5,3	8	15	21	17
2007	GMC	C1500 YUKON XL 2WD	6	8	14	19	16
2007	GMC	ENVOY 2WD	4,2	6	16	22	18
2007	GMC	ENVOY 2WD	5,3	8	16	22	18
2007	HONDA	CR-V 2WD	2,4	4	23	30	25
2007	HONDA	ELEMENT 2WD	2,4	4	22	27	24
2007	HONDA	ELEMENT 2WD	2,4	4	21	25	23
2007	HONDA	PILOT 2WD	3,5	6	18	24	20
2007	HYUNDAI	SANTAFE 2WD	2,7	6	21	26	23
2007	HYUNDAI	SANTAFE 2WD	2,7	6	20	25	22
2007	HYUNDAI	SANTAFE 2WD	3,3	6	19	26	22
2007	HYUNDAI	TUCSON 2WD	2	4	22	27	24
2007	HYUNDAI	TUCSON 2WD	2	4	23	28	25
2007	HYUNDAI	TUCSON 2WD	2,7	6	20	26	22
2007	HYUNDAI	VERACRUZ 2WD	3,8	6	18	25	20
2007	INFINITI	FX35 RWD	3,5	6	17	23	20
2007	INFINITI	QX56 2WD	5,6	8	13	18	15
2007	ISUZU	ASCENDER 5-PASSENGER 2WD	4,2	6	16	22	18
2007	JEEP	COMMANDER 2WD	3,7	6	16	20	17
2007	JEEP	COMMANDER 2WD	4,7	8	10	14	11
2007	JEEP	COMMANDER 2WD	4,7	8	15	19	17
2007	JEEP	COMMANDER 2WD	5,7	8	15	19	17
2007	JEEP	COMPASS 2WD	2	4	26	30	28
2007	JEEP	COMPASS 2WD	2,4	4	24	27	25
2007	JEEP	GRAND CHEROKEE 2WD	3	6	20	25	22
2007	JEEP	GRAND CHEROKEE 2WD	3,7	6	17	22	19
2007	JEEP	GRAND CHEROKEE 2WD	4,7	8	10	14	11
2007	JEEP	GRAND CHEROKEE 2WD	4,7	8	15	20	17
2007	JEEP	GRAND CHEROKEE 2WD	5,7	8	15	20	17
2007	JEEP	LIBERTY/CHEROKEE 2WD	3,7	6	17	23	19
2007	JEEP	LIBERTY/CHEROKEE 2WD	3,7	6	18	22	19
2007	JEEP	PATRIOT 2WD	2	4	26	30	28
2007	JEEP	PATRIOT 2WD	2,4	4	24	27	25
2007	JEEP	WRANGLER 2WD	3,8	6	17	21	19
2007	JEEP	WRANGLER 2WD	3,8	6	18	22	19
2007	KIA	SORENTO 2WD	3,3	6	18	24	20
2007	KIA	SORENTO 2WD	3,8	6	17	23	19
2007	KIA	SPORTAGE 2WD	2	4	22	27	24
2007	KIA	SPORTAGE 2WD	2	4	23	28	25
2007	KIA	SPORTAGE 2WD	2,7	6	19	25	22
2007	LEXUS	RX 350 2WD	3,5	6	20	25	22
2007	LEXUS	RX 350 2WD	3,5	6	20	25	22
2007	LEXUS	RX 400H 2WD	3,3	6	32	27	29
2007	LINCOLN	MKX FWD	3,5	6	18	25	21
2007	LINCOLN	NAVIGATOR 2WD	5,4	8	13	18	15
2007	MAZDA	CX-7 2WD	2,3	4	19	24	21
2007	MAZDA	CX-9 2WD	3,5	6	18	24	20
2007	MERCURY	MARINER FWD	2,3	4	23	26	24
2007	MERCURY	MARINER FWD	3	6	20	24	22
2007	MERCURY	MOUNTAINEER 2WD	4	6	15	21	17
2007	MERCURY	MOUNTAINEER 2WD	4,6	8	15	21	17
2007	MITSUBISHI	ENDEAVOR 2WD	3,8	6	17	23	20
2007	MITSUBISHI	OUTLANDER 2WD	3	6	20	27	22
2007	NISSAN	ARMADA 2WD	5,6	8	13	19	15
2007	NISSAN	ARMADA 2WD	5,6	8	10	14	11
2007	NISSAN	ARMADA 2WD	5,6	8	13	19	15
2007	NISSAN	MURANO FWD	3,5	6	20	25	22
2007	NISSAN	PATHFINDER 2WD	4	6	16	23	19
2007	NISSAN	XTERRA 2WD	4	6	16	22	19
2007	NISSAN	XTERRA 2WD	4	6	18	22	19
2007	PONTIAC	TORRENT FWD	3,4	6	19	26	22
2007	SATURN	OUTLOOK FWD	3,6	6	18	26	21
2007	SATURN	VUE FWD	2,2	4	22	27	24
2007	SATURN	VUE FWD	2,2	4	23	29	25
2007	SATURN	VUE FWD	3,5	6	20	28	23
2007	SATURN	VUE HYBRID	2,4	4	27	32	29
2007	SUZUKI	GRAND VITARA	2,7	6	19	24	21
2007	SUZUKI	GRAND VITARA	2,7	6	18	23	20
2007	SUZUKI	XL7 FWD	3,6	6	18	24	20
2007	TOYOTA	4RUNNER 2WD	4	6	18	22	20
2007	TOYOTA	4RUNNER 2WD	4,7	8	17	20	18
2007	TOYOTA	FJ CRUISER 2WD	4	6	19	22	20
2007	TOYOTA	HIGHLANDER 2WD	2,4	4	22	28	24
2007	TOYOTA	HIGHLANDER 2WD	3,3	6	19	25	21
2007	TOYOTA	HIGHLANDER HYBRID 2WD	3,3	6	32	27	29
2007	TOYOTA	RAV4 2WD	2,4	4	24	30	26
2007	TOYOTA	RAV4 2WD	3,5	6	22	29	25
2007	TOYOTA	SEQUOIA 2WD	4,7	8	15	18	16
2007	VOLVO	XC 90 FWD	2,5	5	17	23	19
2007	VOLVO	XC 90 FWD	3,2	6	17	22	19
2007	ACURA	MDX 4WD	3,7	6	17	22	19
2007	ACURA	RDX 4WD	2,3	4	19	23	21
2007	AUDI	Q7	3,6	6	16	20	17
2007	AUDI	Q7	4,2	8	14	19	16
2007	BMW	X3 3.0I	3	6	18	26	21
2007	BMW	X3 3.0I	3	6	19	26	22
2007	BMW	X3 3.0SI	3	6	18	26	21
2007	BMW	X3 3.0SI	3	6	19	26	22
2007	BMW	X5 3.0SI	3	6	17	23	19
2007	BMW	X5 4.8I	4,8	8	15	21	17
2007	BUICK	RAINIER AWD	4,2	6	15	21	18
2007	BUICK	RAINIER AWD	5,3	8	15	21	17
2007	BUICK	RENDEZVOUS AWD	3,5	6	18	23	20
2007	CADILLAC	ESCALADE AWD	6,2	8	13	19	15
2007	CADILLAC	SRX AWD	3,6	6	16	23	18
2007	CADILLAC	SRX AWD	4,6	8	15	22	17
2007	CHEVROLET	EQUINOX AWD	3,4	6	19	25	21
2007	CHEVROLET	K1500 AVALANCHE 4WD	5,3	8	11	15	13
2007	CHEVROLET	K1500 AVALANCHE 4WD	5,3	8	15	20	17
2007	CHEVROLET	K1500 AVALANCHE 4WD	6	8	14	18	16
2007	CHEVROLET	K1500 SUBURBAN 4WD	5,3	8	11	15	13
2007	CHEVROLET	K1500 SUBURBAN 4WD	5,3	8	15	20	17
2007	CHEVROLET	K1500 SUBURBAN 4WD	6	8	14	18	16
2007	CHEVROLET	K1500 TAHOE 4WD	5,3	8	11	15	13
2007	CHEVROLET	K1500 TAHOE 4WD	5,3	8	15	21	17
2007	CHEVROLET	TRAILBLAZER 4WD	4,2	6	15	21	18
2007	CHEVROLET	TRAILBLAZER 4WD	5,3	8	15	21	17
2007	CHEVROLET	TRAILBLAZER AWD	6	8	14	17	15
2007	CHEVROLET	TRAILBLAZER EXT 4WD	5,3	8	16	20	17
2007	CHRYSLER	ASPEN 4WD	4,7	8	9	13	11
2007	CHRYSLER	ASPEN 4WD	4,7	8	14	18	15
2007	CHRYSLER	ASPEN 4WD	5,7	8	14	19	16
2007	CHRYSLER	PACIFICA AWD	4	6	16	24	19
2007	DODGE	DURANGO 4WD	4,7	8	9	13	11
2007	DODGE	DURANGO 4WD	4,7	8	14	18	15
2007	DODGE	DURANGO 4WD	5,7	8	14	19	16
2007	DODGE	MAGNUM AWD	3,5	6	17	24	20
2007	DODGE	MAGNUM AWD	5,7	8	17	24	20
2007	DODGE	NITRO 4WD	3,7	6	17	23	19
2007	DODGE	NITRO 4WD	3,7	6	18	24	20
2007	DODGE	NITRO 4WD	4	6	17	22	19
2007	FORD	EDGE AWD	3,5	6	17	24	20
2007	FORD	ESCAPE 4WD	2,3	4	21	24	22
2007	FORD	ESCAPE 4WD	2,3	4	22	27	24
2007	FORD	ESCAPE 4WD	3	6	19	23	21
2007	FORD	ESCAPE HYBRID 4WD	2,3	4	32	29	31
2007	FORD	EXPLORER 4WD	4	6	15	20	17
2007	FORD	EXPLORER 4WD	4,6	8	14	20	16
2007	FORD	FREESTYLE AWD	3	6	19	24	21
2007	GMC	ACADIA AWD	3,6	6	17	24	20
2007	GMC	ENVOY 4WD	4,2	6	15	21	18
2007	GMC	ENVOY 4WD	5,3	8	15	21	17
2007	GMC	ENVOY XL 4WD	5,3	8	16	20	17
2007	GMC	K1500 YUKON 4WD	5,3	8	11	15	13
2007	GMC	K1500 YUKON 4WD	5,3	8	15	21	17
2007	GMC	K1500 YUKON DENALI AWD	6,2	8	13	19	15
2007	GMC	K1500 YUKON XL 4WD	5,3	8	11	15	13
2007	GMC	K1500 YUKON XL 4WD	5,3	8	15	20	17
2007	GMC	K1500 YUKON XL 4WD	6	8	14	18	16
2007	HONDA	CR-V 4WD	2,4	4	22	28	24
2007	HONDA	ELEMENT 4WD	2,4	4	21	26	23
2007	HONDA	ELEMENT 4WD	2,4	4	21	24	22
2007	HONDA	PILOT 4WD	3,5	6	17	22	19
2007	HUMMER	H3 4WD	3,7	5	15	19	17
2007	HUMMER	H3 4WD	3,7	5	15	20	17
2007	HYUNDAI	SANTAFE 4WD	2,7	6	19	25	21
2007	HYUNDAI	SANTAFE 4WD	2,7	6	20	25	22
2007	HYUNDAI	SANTAFE 4WD	3,3	6	19	26	21
2007	HYUNDAI	TUCSON 4WD	2	4	22	26	23
2007	HYUNDAI	TUCSON 4WD	2,7	6	19	24	21
2007	HYUNDAI	VERACRUZ 4WD	3,8	6	17	24	19
2007	INFINITI	FX35 AWD	3,5	6	16	21	18
2007	INFINITI	FX45 AWD	4,5	8	14	18	16
2007	INFINITI	QX56 4WD	5,6	8	13	18	15
2007	ISUZU	ASCENDER 5-PASSENGER 4WD	4,2	6	15	21	18
2007	ISUZU	ASCENDER 7-PASSENGER 4WD	5,3	8	16	20	17
2007	JEEP	COMMANDER 4WD	3,7	6	16	19	17
2007	JEEP	COMMANDER 4WD	4,7	8	10	13	11
2007	JEEP	COMMANDER 4WD	4,7	8	15	19	17
2007	JEEP	COMMANDER 4WD	5,7	8	14	18	16
2007	JEEP	COMPASS 4WD	2,4	4	23	26	25
2007	JEEP	COMPASS 4WD	2,4	4	25	29	27
2007	JEEP	GRAND CHEROKEE 4WD	3	6	20	24	21
2007	JEEP	GRAND CHEROKEE 4WD	3,7	6	17	21	18
2007	JEEP	GRAND CHEROKEE 4WD	4,7	8	10	13	11
2007	JEEP	GRAND CHEROKEE 4WD	4,7	8	15	20	17
2007	JEEP	GRAND CHEROKEE 4WD	5,7	8	14	19	16
2007	JEEP	GRAND CHEROKEE 4WD	6,1	8	12	15	13
2007	JEEP	LIBERTY/CHEROKEE 4WD	3,7	6	17	22	19
2007	JEEP	LIBERTY/CHEROKEE 4WD	3,7	6	18	22	19
2007	JEEP	PATRIOT 4WD	2,4	4	23	26	25
2007	JEEP	PATRIOT 4WD	2,4	4	21	23	22
2007	JEEP	PATRIOT 4WD	2,4	4	25	29	27
2007	JEEP	WRANGLER 4WD	3,8	6	16	19	17
2007	JEEP	WRANGLER 4WD	3,8	6	17	19	18
2007	KIA	SORENTO 4WD	3,3	6	17	23	19
2007	KIA	SORENTO 4WD	3,8	6	17	22	19
2007	KIA	SPORTAGE 4WD	2	4	22	26	23
2007	KIA	SPORTAGE 4WD	2,7	6	19	23	21
2007	LAND ROVER	LR3	4	8	14	19	16
2007	LAND ROVER	LR3	4,4	8	14	19	16
2007	LAND ROVER	RANGE ROVER	4,2	8	13	19	15
2007	LAND ROVER	RANGE ROVER	4,4	8	14	19	16
2007	LAND ROVER	RANGE ROVER SPORT	4,2	8	13	19	15
2007	LAND ROVER	RANGE ROVER SPORT	4,4	8	14	20	16
2007	LEXUS	GX 470	4,7	8	15	19	17
2007	LEXUS	LX 470	4,7	8	13	17	15
2007	LEXUS	RX 350 4WD	3,5	6	19	24	21
2007	LEXUS	RX 350 4WD	3,5	6	19	24	21
2007	LEXUS	RX 400H 4WD	3,3	6	31	27	29
2007	LINCOLN	MKX AWD	3,5	6	17	24	20
2007	MAZDA	CX-7 4WD	2,3	4	18	24	20
2007	MAZDA	CX-9 4WD	3,5	6	16	22	18
2007	MERCEDES-BENZ	G500	5	8	13	16	14
2007	MERCEDES-BENZ	G55 AMG	5,4	8	12	14	13
2007	MERCEDES-BENZ	GL320 CDI 4MATIC	3	6	20	25	22
2007	MERCEDES-BENZ	GL450 4MATIC	4,6	8	15	19	16
2007	MERCEDES-BENZ	ML320 CDI 4MATIC	3	6	21	27	23
2007	MERCEDES-BENZ	ML350 4MATIC	3,5	6	17	21	19
2007	MERCEDES-BENZ	ML500 4MATIC	5	8	14	19	16
2007	MERCEDES-BENZ	ML63 AMG	6,2	8	12	16	13
2007	MERCEDES-BENZ	R320 CDI 4MATIC	3	6	21	28	24
2007	MERCEDES-BENZ	R350 4MATIC	3,5	6	16	21	18
2007	MERCEDES-BENZ	R500 4MATIC	5	8	14	19	16
2007	MERCEDES-BENZ	R63 AMG	6,2	8	12	16	13
2007	MERCURY	MARINER 4WD	2,3	4	21	24	22
2007	MERCURY	MARINER 4WD	3	6	19	23	21
2007	MERCURY	MARINER HYBRID 4WD	2,3	4	32	29	31
2007	MERCURY	MOUNTAINEER 4WD	4	6	15	20	17
2007	MERCURY	MOUNTAINEER 4WD	4,6	8	14	20	16
2007	MITSUBISHI	ENDEAVOR 4WD	3,8	6	17	21	19
2007	MITSUBISHI	OUTLANDER 4WD	3	6	19	26	22
2007	NISSAN	ARMADA 4WD	5,6	8	13	18	15
2007	NISSAN	ARMADA 4WD	5,6	8	10	13	11
2007	NISSAN	ARMADA 4WD	5,6	8	13	18	15
2007	NISSAN	MURANO AWD	3,5	6	20	24	21
2007	NISSAN	PATHFINDER 4WD	4	6	16	21	18
2007	NISSAN	XTERRA 4WD	4	6	16	21	18
2007	NISSAN	XTERRA 4WD	4	6	17	21	19
2007	PONTIAC	TORRENT AWD	3,4	6	19	25	21
2007	PORSCHE	CAYENNE	3,6	6	16	22	18
2007	PORSCHE	CAYENNE	3,6	6	15	22	18
2007	PORSCHE	CAYENNE S	4,8	8	14	21	17
2007	PORSCHE	CAYENNE TURBO	4,8	8	13	20	16
2007	SAAB	9-7X AWD	4,2	6	15	21	18
2007	SAAB	9-7X AWD	5,3	8	15	21	17
2007	SATURN	OUTLOOK AWD	3,6	6	17	24	20
2007	SATURN	VUE AWD	3,5	6	19	25	21
2007	SUBARU	B9 TRIBECA AWD	3	6	18	23	20
2007	SUBARU	FORESTER AWD	2,5	4	21	26	23
2007	SUBARU	FORESTER AWD	2,5	4	23	28	25
2007	SUBARU	FORESTER AWD	2,5	4	20	27	23
2007	SUBARU	FORESTER AWD	2,5	4	22	29	25
2007	SUBARU	OUTBACK AWD	2,5	4	22	28	25
2007	SUBARU	OUTBACK AWD	3	6	19	26	22
2007	SUBARU	OUTBACK WAGON AWD	2,5	4	21	27	23
2007	SUBARU	OUTBACK WAGON AWD	2,5	4	23	28	25
2007	SUBARU	OUTBACK WAGON AWD	2,5	4	22	28	25
2007	SUBARU	OUTBACK WAGON AWD	2,5	4	20	26	22
2007	SUBARU	OUTBACK WAGON AWD	3	6	19	26	22
2007	SUZUKI	GRAND VITARA 4WD	2,7	6	19	23	21
2007	SUZUKI	GRAND VITARA 4WD	2,7	6	18	23	20
2007	SUZUKI	XL7 AWD	3,6	6	17	23	19
2007	TOYOTA	4RUNNER 4WD	4	6	17	21	19
2007	TOYOTA	4RUNNER 4WD	4,7	8	16	19	17
2007	TOYOTA	FJ CRUISER 4WD	4	6	17	21	19
2007	TOYOTA	FJ CRUISER 4WD	4	6	16	19	17
2007	TOYOTA	HIGHLANDER 4WD	2,4	4	20	25	22
2007	TOYOTA	HIGHLANDER 4WD	3,3	6	18	24	21
2007	TOYOTA	HIGHLANDER HYBRID 4WD	3,3	6	31	27	29
2007	TOYOTA	LAND CRUISER WAGON 4WD	4,7	8	13	17	15
2007	TOYOTA	RAV4 4WD	2,4	4	23	27	25
2007	TOYOTA	RAV4 4WD	3,5	6	21	28	24
2007	TOYOTA	SEQUOIA 4WD	4,7	8	15	18	16
2007	VOLKSWAGEN	TOUAREG	3,6	6	16	20	17
2007	VOLKSWAGEN	TOUAREG	4,2	8	14	19	16
2007	VOLKSWAGEN	TOUAREG	5	10	17	22	19
2007	VOLVO	XC 70 AWD	2,5	5	18	25	21
2007	VOLVO	XC 90 AWD	2,5	5	17	22	19
2007	VOLVO	XC 90 AWD	3,2	6	16	22	18
2007	VOLVO	XC 90 AWD	4,4	8	15	20	17

